hid1,hid2,hero1,hero2,win_no,lose_no,game_no,win_rate
23,107,Kunkka,Earth Spirit,2.0,3.0,5.0,0.4
21,48,Windranger,Luna,4.0,6.0,10.0,0.4
14,111,Pudge,Oracle,2.0,3.0,5.0,0.4
18,100,Sven,Tusk,2.0,3.0,5.0,0.4
1,62,Anti-Mage,Bounty Hunter,4.0,6.0,10.0,0.4
25,126,Lina,Void Spirit,2.0,3.0,5.0,0.4
62,72,Bounty Hunter,Gyrocopter,2.0,3.0,5.0,0.4
67,112,Spectre,Winter Wyvern,2.0,3.0,5.0,0.4
26,27,Lion,Shadow Shaman,4.0,6.0,10.0,0.4
21,51,Windranger,Clockwerk,2.0,3.0,5.0,0.4
53,83,Nature's Prophet,Treant Protector,2.0,3.0,5.0,0.4
67,90,Spectre,Keeper of the Light,2.0,3.0,5.0,0.4
3,48,Bane,Luna,2.0,3.0,5.0,0.4
2,88,Axe,Nyx Assassin,2.0,3.0,5.0,0.4
52,70,Leshrac,Ursa,2.0,3.0,5.0,0.4
3,46,Bane,Templar Assassin,2.0,3.0,5.0,0.4
25,49,Lina,Dragon Knight,2.0,3.0,5.0,0.4
93,136,Slark,Marci,4.0,6.0,10.0,0.4
6,8,Drow Ranger,Juggernaut,2.0,3.0,5.0,0.4
25,37,Lina,Warlock,2.0,3.0,5.0,0.4
60,85,Night Stalker,Undying,2.0,3.0,5.0,0.4
6,16,Drow Ranger,Sand King,4.0,6.0,10.0,0.4
74,108,Invoker,Underlord,2.0,3.0,5.0,0.4
19,48,Tiny,Luna,2.0,3.0,5.0,0.4
5,73,Crystal Maiden,Alchemist,2.0,3.0,5.0,0.4
94,96,Medusa,Centaur Warrunner,2.0,3.0,5.0,0.4
97,104,Magnus,Legion Commander,2.0,3.0,5.0,0.4
6,45,Drow Ranger,Pugna,2.0,3.0,5.0,0.4
17,86,Storm Spirit,Rubick,4.0,6.0,10.0,0.4
4,84,Bloodseeker,Ogre Magi,4.0,6.0,10.0,0.4
23,87,Kunkka,Disruptor,2.0,3.0,5.0,0.4
54,128,Lifestealer,Snapfire,4.0,6.0,10.0,0.4
52,84,Leshrac,Ogre Magi,2.0,3.0,5.0,0.4
23,56,Kunkka,Clinkz,2.0,3.0,5.0,0.4
49,83,Dragon Knight,Treant Protector,2.0,3.0,5.0,0.4
23,53,Kunkka,Nature's Prophet,2.0,3.0,5.0,0.4
21,34,Windranger,Tinker,4.0,6.0,10.0,0.4
23,49,Kunkka,Dragon Knight,2.0,3.0,5.0,0.4
23,47,Kunkka,Viper,2.0,3.0,5.0,0.4
27,46,Shadow Shaman,Templar Assassin,2.0,3.0,5.0,0.4
3,88,Bane,Nyx Assassin,2.0,3.0,5.0,0.4
21,105,Windranger,Techies,4.0,6.0,10.0,0.4
69,123,Doom,Hoodwink,2.0,3.0,5.0,0.4
63,74,Weaver,Invoker,8.0,12.0,20.0,0.4
23,39,Kunkka,Queen of Pain,4.0,6.0,10.0,0.4
4,85,Bloodseeker,Undying,2.0,3.0,5.0,0.4
54,126,Lifestealer,Void Spirit,4.0,6.0,10.0,0.4
54,119,Lifestealer,Dark Willow,4.0,6.0,10.0,0.4
74,136,Invoker,Marci,6.0,9.0,15.0,0.4
21,45,Windranger,Pugna,2.0,3.0,5.0,0.4
94,100,Medusa,Tusk,2.0,3.0,5.0,0.4
26,37,Lion,Warlock,2.0,3.0,5.0,0.4
26,45,Lion,Pugna,2.0,3.0,5.0,0.4
105,128,Techies,Snapfire,2.0,3.0,5.0,0.4
68,69,Ancient Apparition,Doom,2.0,3.0,5.0,0.4
6,63,Drow Ranger,Weaver,2.0,3.0,5.0,0.4
1,51,Anti-Mage,Clockwerk,2.0,3.0,5.0,0.4
2,68,Axe,Ancient Apparition,2.0,3.0,5.0,0.4
2,3,Axe,Bane,2.0,3.0,5.0,0.4
21,86,Windranger,Rubick,6.0,9.0,15.0,0.4
60,121,Night Stalker,Grimstroke,2.0,3.0,5.0,0.4
14,97,Pudge,Magnus,6.0,9.0,15.0,0.4
60,126,Night Stalker,Void Spirit,2.0,3.0,5.0,0.4
2,70,Axe,Ursa,2.0,3.0,5.0,0.4
21,91,Windranger,Io,2.0,3.0,5.0,0.4
35,73,Sniper,Alchemist,4.0,6.0,10.0,0.4
26,126,Lion,Void Spirit,6.0,9.0,15.0,0.4
8,44,Juggernaut,Phantom Assassin,2.0,3.0,5.0,0.4
8,51,Juggernaut,Clockwerk,2.0,3.0,5.0,0.4
76,119,Outworld Devourer,Dark Willow,2.0,3.0,5.0,0.4
13,88,Puck,Nyx Assassin,2.0,3.0,5.0,0.4
8,72,Juggernaut,Gyrocopter,2.0,3.0,5.0,0.4
30,62,Witch Doctor,Bounty Hunter,2.0,3.0,5.0,0.4
30,74,Witch Doctor,Invoker,6.0,9.0,15.0,0.4
75,126,Silencer,Void Spirit,4.0,6.0,10.0,0.4
87,104,Disruptor,Legion Commander,6.0,9.0,15.0,0.4
87,105,Disruptor,Techies,2.0,3.0,5.0,0.4
42,94,Wraith King,Medusa,2.0,3.0,5.0,0.4
30,83,Witch Doctor,Treant Protector,2.0,3.0,5.0,0.4
30,98,Witch Doctor,Timbersaw,4.0,6.0,10.0,0.4
46,86,Templar Assassin,Rubick,2.0,3.0,5.0,0.4
13,48,Puck,Luna,4.0,6.0,10.0,0.4
41,126,Faceless Void,Void Spirit,2.0,3.0,5.0,0.4
41,106,Faceless Void,Ember Spirit,4.0,6.0,10.0,0.4
9,11,Mirana,Shadow Fiend,4.0,6.0,10.0,0.4
41,98,Faceless Void,Timbersaw,6.0,9.0,15.0,0.4
31,54,Lich,Lifestealer,2.0,3.0,5.0,0.4
29,126,Tidehunter,Void Spirit,2.0,3.0,5.0,0.4
13,104,Puck,Legion Commander,2.0,3.0,5.0,0.4
31,59,Lich,Huskar,2.0,3.0,5.0,0.4
44,47,Phantom Assassin,Viper,4.0,6.0,10.0,0.4
86,129,Rubick,Mars,4.0,6.0,10.0,0.4
86,123,Rubick,Hoodwink,2.0,3.0,5.0,0.4
7,85,Earthshaker,Undying,2.0,3.0,5.0,0.4
28,105,Slardar,Techies,2.0,3.0,5.0,0.4
8,9,Juggernaut,Mirana,8.0,12.0,20.0,0.4
14,17,Pudge,Storm Spirit,8.0,12.0,20.0,0.4
28,104,Slardar,Legion Commander,2.0,3.0,5.0,0.4
29,54,Tidehunter,Lifestealer,2.0,3.0,5.0,0.4
97,129,Magnus,Mars,2.0,3.0,5.0,0.4
44,102,Phantom Assassin,Abaddon,4.0,6.0,10.0,0.4
44,100,Phantom Assassin,Tusk,6.0,9.0,15.0,0.4
86,104,Rubick,Legion Commander,8.0,12.0,20.0,0.4
86,102,Rubick,Abaddon,2.0,3.0,5.0,0.4
44,88,Phantom Assassin,Nyx Assassin,2.0,3.0,5.0,0.4
86,96,Rubick,Centaur Warrunner,4.0,6.0,10.0,0.4
29,87,Tidehunter,Disruptor,2.0,3.0,5.0,0.4
87,98,Disruptor,Timbersaw,2.0,3.0,5.0,0.4
29,93,Tidehunter,Slark,2.0,3.0,5.0,0.4
8,29,Juggernaut,Tidehunter,4.0,6.0,10.0,0.4
75,123,Silencer,Hoodwink,2.0,3.0,5.0,0.4
41,119,Faceless Void,Dark Willow,2.0,3.0,5.0,0.4
13,36,Puck,Necrophos,2.0,3.0,5.0,0.4
99,126,Bristleback,Void Spirit,2.0,3.0,5.0,0.4
33,46,Enigma,Templar Assassin,2.0,3.0,5.0,0.4
33,48,Enigma,Luna,2.0,3.0,5.0,0.4
104,110,Legion Commander,Phoenix,2.0,3.0,5.0,0.4
14,44,Pudge,Phantom Assassin,16.0,24.0,40.0,0.4
33,87,Enigma,Disruptor,2.0,3.0,5.0,0.4
10,59,Morphling,Huskar,2.0,3.0,5.0,0.4
33,97,Enigma,Magnus,2.0,3.0,5.0,0.4
11,119,Shadow Fiend,Dark Willow,2.0,3.0,5.0,0.4
34,56,Tinker,Clinkz,2.0,3.0,5.0,0.4
36,121,Necrophos,Grimstroke,2.0,3.0,5.0,0.4
46,105,Templar Assassin,Techies,2.0,3.0,5.0,0.4
10,105,Morphling,Techies,2.0,3.0,5.0,0.4
34,64,Tinker,Jakiro,4.0,6.0,10.0,0.4
11,40,Shadow Fiend,Venomancer,4.0,6.0,10.0,0.4
34,123,Tinker,Hoodwink,2.0,3.0,5.0,0.4
100,106,Tusk,Ember Spirit,2.0,3.0,5.0,0.4
35,43,Sniper,Death Prophet,2.0,3.0,5.0,0.4
35,56,Sniper,Clinkz,2.0,3.0,5.0,0.4
35,86,Sniper,Rubick,2.0,3.0,5.0,0.4
35,79,Sniper,Shadow Demon,4.0,6.0,10.0,0.4
84,107,Ogre Magi,Earth Spirit,2.0,3.0,5.0,0.4
10,40,Morphling,Venomancer,2.0,3.0,5.0,0.4
32,128,Riki,Snapfire,2.0,3.0,5.0,0.4
32,64,Riki,Jakiro,2.0,3.0,5.0,0.4
9,23,Mirana,Kunkka,4.0,6.0,10.0,0.4
40,104,Venomancer,Legion Commander,2.0,3.0,5.0,0.4
12,119,Phantom Lancer,Dark Willow,2.0,3.0,5.0,0.4
32,40,Riki,Venomancer,2.0,3.0,5.0,0.4
101,136,Skywrath Mage,Marci,2.0,3.0,5.0,0.4
32,42,Riki,Wraith King,2.0,3.0,5.0,0.4
9,100,Mirana,Tusk,2.0,3.0,5.0,0.4
40,64,Venomancer,Jakiro,2.0,3.0,5.0,0.4
9,67,Mirana,Spectre,2.0,3.0,5.0,0.4
45,121,Pugna,Grimstroke,2.0,3.0,5.0,0.4
32,69,Riki,Doom,2.0,3.0,5.0,0.4
46,101,Templar Assassin,Skywrath Mage,2.0,3.0,5.0,0.4
32,104,Riki,Legion Commander,4.0,6.0,10.0,0.4
39,102,Queen of Pain,Abaddon,2.0,3.0,5.0,0.4
26,44,Lion,Phantom Assassin,11.0,17.0,28.0,0.39285714285714285
6,71,Drow Ranger,Spirit Breaker,7.0,11.0,18.0,0.3888888888888889
26,114,Lion,Monkey King,7.0,11.0,18.0,0.3888888888888889
42,126,Wraith King,Void Spirit,7.0,11.0,18.0,0.3888888888888889
1,71,Anti-Mage,Spirit Breaker,7.0,11.0,18.0,0.3888888888888889
8,86,Juggernaut,Rubick,7.0,11.0,18.0,0.3888888888888889
26,64,Lion,Jakiro,5.0,8.0,13.0,0.38461538461538464
21,67,Windranger,Spectre,5.0,8.0,13.0,0.38461538461538464
36,70,Necrophos,Ursa,5.0,8.0,13.0,0.38461538461538464
50,70,Dazzle,Ursa,5.0,8.0,13.0,0.38461538461538464
27,48,Shadow Shaman,Luna,5.0,8.0,13.0,0.38461538461538464
6,84,Drow Ranger,Ogre Magi,10.0,16.0,26.0,0.38461538461538464
25,104,Lina,Legion Commander,5.0,8.0,13.0,0.38461538461538464
70,129,Ursa,Mars,5.0,8.0,13.0,0.38461538461538464
6,87,Drow Ranger,Disruptor,5.0,8.0,13.0,0.38461538461538464
44,68,Phantom Assassin,Ancient Apparition,5.0,8.0,13.0,0.38461538461538464
42,62,Wraith King,Bounty Hunter,5.0,8.0,13.0,0.38461538461538464
3,14,Bane,Pudge,5.0,8.0,13.0,0.38461538461538464
8,119,Juggernaut,Dark Willow,5.0,8.0,13.0,0.38461538461538464
14,49,Pudge,Dragon Knight,5.0,8.0,13.0,0.38461538461538464
7,35,Earthshaker,Sniper,5.0,8.0,13.0,0.38461538461538464
30,104,Witch Doctor,Legion Commander,8.0,13.0,21.0,0.38095238095238093
14,104,Pudge,Legion Commander,8.0,13.0,21.0,0.38095238095238093
14,84,Pudge,Ogre Magi,11.0,18.0,29.0,0.3793103448275862
35,67,Sniper,Spectre,3.0,5.0,8.0,0.375
6,70,Drow Ranger,Ursa,3.0,5.0,8.0,0.375
34,99,Tinker,Bristleback,3.0,5.0,8.0,0.375
22,104,Zeus,Legion Commander,6.0,10.0,16.0,0.375
35,90,Sniper,Keeper of the Light,3.0,5.0,8.0,0.375
10,64,Morphling,Jakiro,3.0,5.0,8.0,0.375
6,36,Drow Ranger,Necrophos,3.0,5.0,8.0,0.375
71,119,Spirit Breaker,Dark Willow,3.0,5.0,8.0,0.375
7,20,Earthshaker,Vengeful Spirit,3.0,5.0,8.0,0.375
59,71,Huskar,Spirit Breaker,3.0,5.0,8.0,0.375
8,79,Juggernaut,Shadow Demon,3.0,5.0,8.0,0.375
104,121,Legion Commander,Grimstroke,3.0,5.0,8.0,0.375
26,32,Lion,Riki,3.0,5.0,8.0,0.375
64,123,Jakiro,Hoodwink,3.0,5.0,8.0,0.375
14,95,Pudge,Troll Warlord,3.0,5.0,8.0,0.375
7,33,Earthshaker,Enigma,3.0,5.0,8.0,0.375
13,83,Puck,Treant Protector,3.0,5.0,8.0,0.375
51,84,Clockwerk,Ogre Magi,3.0,5.0,8.0,0.375
71,98,Spirit Breaker,Timbersaw,3.0,5.0,8.0,0.375
7,30,Earthshaker,Witch Doctor,3.0,5.0,8.0,0.375
29,114,Tidehunter,Monkey King,3.0,5.0,8.0,0.375
11,129,Shadow Fiend,Mars,3.0,5.0,8.0,0.375
14,113,Pudge,Arc Warden,3.0,5.0,8.0,0.375
76,81,Outworld Devourer,Chaos Knight,3.0,5.0,8.0,0.375
123,129,Hoodwink,Mars,3.0,5.0,8.0,0.375
6,34,Drow Ranger,Tinker,3.0,5.0,8.0,0.375
26,95,Lion,Troll Warlord,3.0,5.0,8.0,0.375
48,53,Luna,Nature's Prophet,3.0,5.0,8.0,0.375
42,129,Wraith King,Mars,3.0,5.0,8.0,0.375
25,128,Lina,Snapfire,3.0,5.0,8.0,0.375
17,70,Storm Spirit,Ursa,3.0,5.0,8.0,0.375
39,47,Queen of Pain,Viper,3.0,5.0,8.0,0.375
70,76,Ursa,Outworld Devourer,3.0,5.0,8.0,0.375
44,110,Phantom Assassin,Phoenix,3.0,5.0,8.0,0.375
59,83,Huskar,Treant Protector,3.0,5.0,8.0,0.375
9,31,Mirana,Lich,3.0,5.0,8.0,0.375
16,39,Sand King,Queen of Pain,3.0,5.0,8.0,0.375
25,73,Lina,Alchemist,3.0,5.0,8.0,0.375
104,119,Legion Commander,Dark Willow,3.0,5.0,8.0,0.375
30,85,Witch Doctor,Undying,3.0,5.0,8.0,0.375
11,89,Shadow Fiend,Naga Siren,3.0,5.0,8.0,0.375
11,93,Shadow Fiend,Slark,3.0,5.0,8.0,0.375
14,31,Pudge,Lich,3.0,5.0,8.0,0.375
46,84,Templar Assassin,Ogre Magi,3.0,5.0,8.0,0.375
28,101,Slardar,Skywrath Mage,3.0,5.0,8.0,0.375
20,99,Vengeful Spirit,Bristleback,3.0,5.0,8.0,0.375
36,85,Necrophos,Undying,3.0,5.0,8.0,0.375
6,110,Drow Ranger,Phoenix,3.0,5.0,8.0,0.375
44,126,Phantom Assassin,Void Spirit,3.0,5.0,8.0,0.375
17,62,Storm Spirit,Bounty Hunter,3.0,5.0,8.0,0.375
68,93,Ancient Apparition,Slark,3.0,5.0,8.0,0.375
7,36,Earthshaker,Necrophos,3.0,5.0,8.0,0.375
21,84,Windranger,Ogre Magi,7.0,12.0,19.0,0.3684210526315789
42,71,Wraith King,Spirit Breaker,7.0,12.0,19.0,0.3684210526315789
64,71,Jakiro,Spirit Breaker,7.0,12.0,19.0,0.3684210526315789
41,86,Faceless Void,Rubick,4.0,7.0,11.0,0.36363636363636365
2,11,Axe,Shadow Fiend,4.0,7.0,11.0,0.36363636363636365
88,129,Nyx Assassin,Mars,4.0,7.0,11.0,0.36363636363636365
53,74,Nature's Prophet,Invoker,4.0,7.0,11.0,0.36363636363636365
44,96,Phantom Assassin,Centaur Warrunner,4.0,7.0,11.0,0.36363636363636365
93,104,Slark,Legion Commander,8.0,14.0,22.0,0.36363636363636365
6,75,Drow Ranger,Silencer,4.0,7.0,11.0,0.36363636363636365
35,119,Sniper,Dark Willow,4.0,7.0,11.0,0.36363636363636365
10,26,Morphling,Lion,4.0,7.0,11.0,0.36363636363636365
41,101,Faceless Void,Skywrath Mage,4.0,7.0,11.0,0.36363636363636365
1,28,Anti-Mage,Slardar,4.0,7.0,11.0,0.36363636363636365
76,128,Outworld Devourer,Snapfire,4.0,7.0,11.0,0.36363636363636365
72,86,Gyrocopter,Rubick,4.0,7.0,11.0,0.36363636363636365
9,21,Mirana,Windranger,4.0,7.0,11.0,0.36363636363636365
44,59,Phantom Assassin,Huskar,4.0,7.0,11.0,0.36363636363636365
70,101,Ursa,Skywrath Mage,4.0,7.0,11.0,0.36363636363636365
5,51,Crystal Maiden,Clockwerk,4.0,7.0,11.0,0.36363636363636365
1,21,Anti-Mage,Windranger,4.0,7.0,11.0,0.36363636363636365
2,93,Axe,Slark,4.0,7.0,11.0,0.36363636363636365
21,35,Windranger,Sniper,4.0,7.0,11.0,0.36363636363636365
48,97,Luna,Magnus,4.0,7.0,11.0,0.36363636363636365
39,105,Queen of Pain,Techies,4.0,7.0,11.0,0.36363636363636365
9,71,Mirana,Spirit Breaker,5.0,9.0,14.0,0.35714285714285715
70,74,Ursa,Invoker,10.0,18.0,28.0,0.35714285714285715
26,75,Lion,Silencer,5.0,9.0,14.0,0.35714285714285715
15,26,Razor,Lion,5.0,9.0,14.0,0.35714285714285715
34,62,Tinker,Bounty Hunter,5.0,9.0,14.0,0.35714285714285715
8,87,Juggernaut,Disruptor,5.0,9.0,14.0,0.35714285714285715
44,97,Phantom Assassin,Magnus,5.0,9.0,14.0,0.35714285714285715
2,44,Axe,Phantom Assassin,6.0,11.0,17.0,0.35294117647058826
14,23,Pudge,Kunkka,8.0,15.0,23.0,0.34782608695652173
2,21,Axe,Windranger,3.0,6.0,9.0,0.3333333333333333
93,111,Slark,Oracle,1.0,2.0,3.0,0.3333333333333333
3,123,Bane,Hoodwink,2.0,4.0,6.0,0.3333333333333333
64,73,Jakiro,Alchemist,2.0,4.0,6.0,0.3333333333333333
33,105,Enigma,Techies,1.0,2.0,3.0,0.3333333333333333
28,57,Slardar,Omniknight,1.0,2.0,3.0,0.3333333333333333
64,88,Jakiro,Nyx Assassin,1.0,2.0,3.0,0.3333333333333333
64,76,Jakiro,Outworld Devourer,5.0,10.0,15.0,0.3333333333333333
22,48,Zeus,Luna,2.0,4.0,6.0,0.3333333333333333
9,34,Mirana,Tinker,2.0,4.0,6.0,0.3333333333333333
37,84,Warlock,Ogre Magi,1.0,2.0,3.0,0.3333333333333333
64,69,Jakiro,Doom,1.0,2.0,3.0,0.3333333333333333
31,75,Lich,Silencer,2.0,4.0,6.0,0.3333333333333333
41,42,Faceless Void,Wraith King,2.0,4.0,6.0,0.3333333333333333
31,83,Lich,Treant Protector,1.0,2.0,3.0,0.3333333333333333
10,70,Morphling,Ursa,2.0,4.0,6.0,0.3333333333333333
57,104,Omniknight,Legion Commander,1.0,2.0,3.0,0.3333333333333333
22,68,Zeus,Ancient Apparition,1.0,2.0,3.0,0.3333333333333333
72,98,Gyrocopter,Timbersaw,1.0,2.0,3.0,0.3333333333333333
22,86,Zeus,Rubick,1.0,2.0,3.0,0.3333333333333333
4,20,Bloodseeker,Vengeful Spirit,1.0,2.0,3.0,0.3333333333333333
57,76,Omniknight,Outworld Devourer,1.0,2.0,3.0,0.3333333333333333
41,64,Faceless Void,Jakiro,5.0,10.0,15.0,0.3333333333333333
72,97,Gyrocopter,Magnus,1.0,2.0,3.0,0.3333333333333333
72,94,Gyrocopter,Medusa,1.0,2.0,3.0,0.3333333333333333
57,74,Omniknight,Invoker,1.0,2.0,3.0,0.3333333333333333
13,20,Puck,Vengeful Spirit,1.0,2.0,3.0,0.3333333333333333
19,104,Tiny,Legion Commander,1.0,2.0,3.0,0.3333333333333333
9,25,Mirana,Lina,1.0,2.0,3.0,0.3333333333333333
16,58,Sand King,Enchantress,1.0,2.0,3.0,0.3333333333333333
41,54,Faceless Void,Lifestealer,1.0,2.0,3.0,0.3333333333333333
22,79,Zeus,Shadow Demon,1.0,2.0,3.0,0.3333333333333333
10,60,Morphling,Night Stalker,1.0,2.0,3.0,0.3333333333333333
37,98,Warlock,Timbersaw,2.0,4.0,6.0,0.3333333333333333
57,63,Omniknight,Weaver,1.0,2.0,3.0,0.3333333333333333
85,101,Undying,Skywrath Mage,1.0,2.0,3.0,0.3333333333333333
28,30,Slardar,Witch Doctor,1.0,2.0,3.0,0.3333333333333333
40,112,Venomancer,Winter Wyvern,1.0,2.0,3.0,0.3333333333333333
64,93,Jakiro,Slark,4.0,8.0,12.0,0.3333333333333333
4,97,Bloodseeker,Magnus,1.0,2.0,3.0,0.3333333333333333
104,113,Legion Commander,Arc Warden,1.0,2.0,3.0,0.3333333333333333
23,45,Kunkka,Pugna,1.0,2.0,3.0,0.3333333333333333
31,33,Lich,Enigma,1.0,2.0,3.0,0.3333333333333333
55,85,Dark Seer,Undying,1.0,2.0,3.0,0.3333333333333333
4,99,Bloodseeker,Bristleback,2.0,4.0,6.0,0.3333333333333333
7,21,Earthshaker,Windranger,2.0,4.0,6.0,0.3333333333333333
36,128,Necrophos,Snapfire,1.0,2.0,3.0,0.3333333333333333
110,113,Phoenix,Arc Warden,1.0,2.0,3.0,0.3333333333333333
34,53,Tinker,Nature's Prophet,1.0,2.0,3.0,0.3333333333333333
23,36,Kunkka,Necrophos,1.0,2.0,3.0,0.3333333333333333
64,135,Jakiro,Dawnbreaker,1.0,2.0,3.0,0.3333333333333333
14,60,Pudge,Night Stalker,3.0,6.0,9.0,0.3333333333333333
10,100,Morphling,Tusk,1.0,2.0,3.0,0.3333333333333333
17,73,Storm Spirit,Alchemist,1.0,2.0,3.0,0.3333333333333333
4,114,Bloodseeker,Monkey King,1.0,2.0,3.0,0.3333333333333333
70,99,Ursa,Bristleback,3.0,6.0,9.0,0.3333333333333333
8,112,Juggernaut,Winter Wyvern,4.0,8.0,12.0,0.3333333333333333
47,67,Viper,Spectre,2.0,4.0,6.0,0.3333333333333333
75,110,Silencer,Phoenix,1.0,2.0,3.0,0.3333333333333333
107,126,Earth Spirit,Void Spirit,1.0,2.0,3.0,0.3333333333333333
107,123,Earth Spirit,Hoodwink,1.0,2.0,3.0,0.3333333333333333
11,108,Shadow Fiend,Underlord,1.0,2.0,3.0,0.3333333333333333
28,31,Slardar,Lich,3.0,6.0,9.0,0.3333333333333333
5,9,Crystal Maiden,Mirana,2.0,4.0,6.0,0.3333333333333333
17,88,Storm Spirit,Nyx Assassin,1.0,2.0,3.0,0.3333333333333333
42,65,Wraith King,Batrider,1.0,2.0,3.0,0.3333333333333333
13,63,Puck,Weaver,1.0,2.0,3.0,0.3333333333333333
54,121,Lifestealer,Grimstroke,1.0,2.0,3.0,0.3333333333333333
83,88,Treant Protector,Nyx Assassin,1.0,2.0,3.0,0.3333333333333333
30,102,Witch Doctor,Abaddon,1.0,2.0,3.0,0.3333333333333333
23,59,Kunkka,Huskar,2.0,4.0,6.0,0.3333333333333333
108,136,Underlord,Marci,1.0,2.0,3.0,0.3333333333333333
34,49,Tinker,Dragon Knight,1.0,2.0,3.0,0.3333333333333333
34,44,Tinker,Phantom Assassin,4.0,8.0,12.0,0.3333333333333333
7,27,Earthshaker,Shadow Shaman,2.0,4.0,6.0,0.3333333333333333
96,114,Centaur Warrunner,Monkey King,1.0,2.0,3.0,0.3333333333333333
9,18,Mirana,Sven,1.0,2.0,3.0,0.3333333333333333
14,37,Pudge,Warlock,3.0,6.0,9.0,0.3333333333333333
109,128,Terrorblade,Snapfire,1.0,2.0,3.0,0.3333333333333333
4,49,Bloodseeker,Dragon Knight,1.0,2.0,3.0,0.3333333333333333
31,62,Lich,Bounty Hunter,3.0,6.0,9.0,0.3333333333333333
16,21,Sand King,Windranger,2.0,4.0,6.0,0.3333333333333333
72,135,Gyrocopter,Dawnbreaker,1.0,2.0,3.0,0.3333333333333333
56,93,Clinkz,Slark,1.0,2.0,3.0,0.3333333333333333
22,102,Zeus,Abaddon,2.0,4.0,6.0,0.3333333333333333
72,136,Gyrocopter,Marci,1.0,2.0,3.0,0.3333333333333333
73,74,Alchemist,Invoker,2.0,4.0,6.0,0.3333333333333333
10,76,Morphling,Outworld Devourer,2.0,4.0,6.0,0.3333333333333333
31,50,Lich,Dazzle,1.0,2.0,3.0,0.3333333333333333
28,75,Slardar,Silencer,3.0,6.0,9.0,0.3333333333333333
4,74,Bloodseeker,Invoker,1.0,2.0,3.0,0.3333333333333333
22,109,Zeus,Terrorblade,1.0,2.0,3.0,0.3333333333333333
4,57,Bloodseeker,Omniknight,1.0,2.0,3.0,0.3333333333333333
70,110,Ursa,Phoenix,1.0,2.0,3.0,0.3333333333333333
10,93,Morphling,Slark,1.0,2.0,3.0,0.3333333333333333
41,107,Faceless Void,Earth Spirit,1.0,2.0,3.0,0.3333333333333333
56,63,Clinkz,Weaver,1.0,2.0,3.0,0.3333333333333333
70,108,Ursa,Underlord,1.0,2.0,3.0,0.3333333333333333
56,60,Clinkz,Night Stalker,1.0,2.0,3.0,0.3333333333333333
90,101,Keeper of the Light,Skywrath Mage,1.0,2.0,3.0,0.3333333333333333
22,126,Zeus,Void Spirit,2.0,4.0,6.0,0.3333333333333333
4,68,Bloodseeker,Ancient Apparition,1.0,2.0,3.0,0.3333333333333333
100,121,Tusk,Grimstroke,2.0,4.0,6.0,0.3333333333333333
17,72,Storm Spirit,Gyrocopter,2.0,4.0,6.0,0.3333333333333333
13,45,Puck,Pugna,1.0,2.0,3.0,0.3333333333333333
37,74,Warlock,Invoker,1.0,2.0,3.0,0.3333333333333333
9,50,Mirana,Dazzle,3.0,6.0,9.0,0.3333333333333333
16,74,Sand King,Invoker,3.0,6.0,9.0,0.3333333333333333
40,114,Venomancer,Monkey King,2.0,4.0,6.0,0.3333333333333333
81,83,Chaos Knight,Treant Protector,2.0,4.0,6.0,0.3333333333333333
7,41,Earthshaker,Faceless Void,5.0,10.0,15.0,0.3333333333333333
12,104,Phantom Lancer,Legion Commander,5.0,10.0,15.0,0.3333333333333333
3,29,Bane,Tidehunter,1.0,2.0,3.0,0.3333333333333333
114,121,Monkey King,Grimstroke,1.0,2.0,3.0,0.3333333333333333
60,100,Night Stalker,Tusk,1.0,2.0,3.0,0.3333333333333333
9,80,Mirana,Lone Druid,1.0,2.0,3.0,0.3333333333333333
32,74,Riki,Invoker,2.0,4.0,6.0,0.3333333333333333
63,68,Weaver,Ancient Apparition,3.0,6.0,9.0,0.3333333333333333
2,67,Axe,Spectre,1.0,2.0,3.0,0.3333333333333333
9,85,Mirana,Undying,2.0,4.0,6.0,0.3333333333333333
3,21,Bane,Windranger,2.0,4.0,6.0,0.3333333333333333
10,16,Morphling,Sand King,2.0,4.0,6.0,0.3333333333333333
114,123,Monkey King,Hoodwink,1.0,2.0,3.0,0.3333333333333333
3,16,Bane,Sand King,1.0,2.0,3.0,0.3333333333333333
3,34,Bane,Tinker,1.0,2.0,3.0,0.3333333333333333
60,91,Night Stalker,Io,1.0,2.0,3.0,0.3333333333333333
12,69,Phantom Lancer,Doom,1.0,2.0,3.0,0.3333333333333333
10,23,Morphling,Kunkka,1.0,2.0,3.0,0.3333333333333333
112,136,Winter Wyvern,Marci,1.0,2.0,3.0,0.3333333333333333
32,63,Riki,Weaver,1.0,2.0,3.0,0.3333333333333333
60,70,Night Stalker,Ursa,2.0,4.0,6.0,0.3333333333333333
40,46,Venomancer,Templar Assassin,1.0,2.0,3.0,0.3333333333333333
63,81,Weaver,Chaos Knight,2.0,4.0,6.0,0.3333333333333333
47,90,Viper,Keeper of the Light,1.0,2.0,3.0,0.3333333333333333
63,79,Weaver,Shadow Demon,1.0,2.0,3.0,0.3333333333333333
60,88,Night Stalker,Nyx Assassin,1.0,2.0,3.0,0.3333333333333333
16,105,Sand King,Techies,1.0,2.0,3.0,0.3333333333333333
9,78,Mirana,Brewmaster,1.0,2.0,3.0,0.3333333333333333
